yokai_name,prompt,answer
傘差し狸,"日本の妖怪傘差し狸はどのような行動をすることで知られているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 腹を叩いて音を鳴らす
- 人に憑く
- 夜に光を放つ
- 水に浮かぶ",腹を叩いて音を鳴らす
傘化け,"日本の妖怪である「傘化け」は特にどのような動作をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人を追いかける
- 飛び跳ねる
- 静かに隠れる
- 道を塞ぐ",飛び跳ねる
鍛冶媼,"日本の妖怪「鍛冶媼」において、彼女が呼び寄せるとされる動物は何であることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 犬
- 猫
- 狼
- 狐",狼
"カシマさん
","日本の妖怪カシマさんが引き起こすとされている「謎」の問いかけの一例として、どのような内容がよく知られているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- この話を誰に聞いた？
- どこに行きたい？
- 何を食べたい？
- どんな夢を見た？",この話を誰に聞いた？
火車,"日本の妖怪火車は、何を奪う存在とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 生きている動物
- 悪行を積んだ者の亡骸
- 家畜
- 人間の魂",悪行を積んだ者の亡骸
がしゃどくろ,"日本の妖怪である「がしゃどくろ」が生じる原因とされる死者の状況はどのようなものとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 埋葬されなかった死者
- 水に溺れた死者
- 生け贄にされた死者
- 長い間放置された死者",埋葬されなかった死者
カシャ（ン）ボ,"日本の妖怪であるカシャ（ン）ボは、どのような生態を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 夏は河川にいて、冬は山に籠る
- 冬は海にいて、夏は山に籠る
- 一年中山に住んでいる
- 常に人間の視界に入る存在である",夏は河川にいて、冬は山に籠る
かぜだま,"日本の妖怪かぜだまは、どのような現象とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の怨念が具現化した火の玉
- 生きている人間を襲う霊体
- 自然現象の一種である雷
- 動物の精霊が作り出す光",人間の怨念が具現化した火の玉
カセドリ,"日本の妖怪カセドリが踊りながら歌うとされているフレーズはどれでしょうか？以下の4つから回答を1つ選び出力しなさい。
- カッカッカーのカッカッカー
- ホイホイのホイホイ
- アカアカのアカアカ
- トントンのトントン",カッカッカーのカッカッカー
火前坊,"日本の妖怪である「火前坊」が現れるとされる場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鳥部山
- 富士山
- 大分県
- 北海道",鳥部山
片脚上臈,"日本の妖怪「片脚上臈」が出現するとされる場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 富士山
- ハダナシ山
- 剣岳
- 白山",ハダナシ山
がたがた橋,"がたがた橋にまつわる伝説では、金右衛門が不思議な音を聞いた際、誰の声が聞こえたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 隣村の人々
- 亡者たち
- 動物の声
- 妖怪の声",亡者たち
片耳豚,"日本の妖怪「片耳豚」が現れる場所として最も知られているのはどこだとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 名瀬市（現・奄美市）
- 鹿児島市
- 沖縄市
- 那覇市",名瀬市（現・奄美市）
片車輪,"日本の妖怪である「片車輪」は、姿を見た者に何をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 祟る
- 助ける
- 隠れる
- 祝福する",祟る
片葉の葦,"日本の妖怪「片葉の葦」にまつわる伝説において、留蔵が何をしたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- お駒を励ました
- お駒を追いかけた
- お駒を助けた
- お駒と友達になった",お駒を追いかけた
帷子辻,"日本の妖怪帷子辻に関連する檀林皇后の遺体が遺棄された場所が呼ばれるようになった理由として、どのようなことが多く語られているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 彼女の美貌を称えるため
- 無常を示すため
- 仏教の教えを広めるため
- 他の神々を祀るため",無常を示すため
片輪車,"日本の妖怪である「片輪車」に見られる乗り物は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 馬車
- 牛車
- 人力車
- 貨物車",牛車
がたろ,"日本の妖怪である河童は、特定の食べ物を好むとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 米
- キュウリ
- 肉
- 果物",キュウリ
河童,"日本の妖怪である河童は、頭頂部の皿が乾いたり割れたりするとどうなるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 力を失うまたは死ぬ
- 怒る
- 水中で泳げなくなる
- 人間に変身する",力を失うまたは死ぬ
桂男,"日本の妖怪である「桂男」が月で伐っているとされる木の名前は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 桜
- 桂
- 松
- 杉",桂
金霊,"日本の妖怪である金霊が訪れた家に現れるとされる現象は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 家が滅びる
- 土蔵が大判小判であふれる
- 空から雨のように金が降る
- 家の中に妖怪が住み着く",土蔵が大判小判であふれる
蟹坊主,"日本の妖怪である「蟹坊主」に関する伝説で、旅の僧が問答を仕掛けたカニの化け物が退治された後、寺に何が起こらなくなったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 幻影が見えるようになった
- 怪物が再び現れた
- 何も起こらなくなった
- 住職が次々と死んだ",何も起こらなくなった
金玉,"日本の妖怪「金玉」は、訪れた家にどのような影響を与えるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 家が滅びる
- 家が栄える
- 家が静かになる
- 家が荒れる",家が栄える
金槌坊,"日本の妖怪である「金槌坊」はどのような姿で描かれているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 手に剣を持っている
- 金槌を振り上げている
- 羽を持って空を飛んでいる
- 大きな目を持っている",金槌を振り上げている
かなつぶて,"日本の妖怪である「かなつぶて」が使ったとされる武器は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 刀
- 金礫
- 弓矢
- 槍",金礫
金の神の火,"日本の妖怪「金の神の火」に関連する怪火が人間の死を予告しているとされることが多いですが、この怪火は何に関連して現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の夢
- 自然災害
- 財宝の埋蔵
- 神々の怒り",財宝の埋蔵
河伯,"日本の妖怪である河童が好む食べ物として一般的に知られているものは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- ご飯
- 肉
- キュウリ
- 豆腐",キュウリ
かぶきり小僧,"日本の妖怪「かぶきり小僧」が化ける姿として描かれる特徴的な服装は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 長い着物
- 妙に短い着物
- 破れた着物
- 豪華な着物",妙に短い着物
カブキレワラシ,"日本の妖怪カブキレワラシに関する伝承では、カブキレワラシが悪戯をする際に残すとされる足跡の特徴はどのようなものであるとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 小さな足跡
- 大きな足跡
- 煙のような跡
- 人間の足跡",小さな足跡
鎌鼬、窮奇,"日本の妖怪である「鎌鼬」に遭遇した際、どのような症状が最初に現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 激痛と出血
- 痛みはないが傷ができる
- 全く症状がない
- 強いかゆみ",痛みはないが傷ができる
蟷螂坂,"日本の妖怪「蟷螂坂」は、特定の地名に由来する現象について言及されています。この妖怪に遭遇したとされる場所はどこであるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鎌切坂
- 神楽坂
- 弁天坂
- 長崎坂",鎌切坂
かまど神,"日本の妖怪である「かまど神」が普段の役割として行っているとされることは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 家族の健康を願う
- 家の人々の行いを監視する
- 火を調整する
- 田畑を守る",家の人々の行いを監視する
髪鬼,"日本の妖怪「髪鬼」が人間の女性の何が原因で妖怪と化したとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 怨みの念
- 愛情
- 恐れ
- 悲しみ",怨みの念
髪切り、髪切虫,"日本の妖怪「髪切り」に関する記録では、髪を切られたことがある女性の名前が特に記されている事例があります。その女性の名前は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- あや
- ぎん
- さくら
- みどり",ぎん
紙舞,"日本の妖怪である「紙舞」が現れるとされる時期はいつとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 神無月
- 正月
- 七夕
- お盆",神無月
瓶長,"妖怪瓶長に関する解説文によれば、瓶長は何を持つ能力があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 水を自在に操る能力
- 人間の心を読む能力
- 空を飛ぶ能力
- 死者を蘇らせる能力",水を自在に操る能力
亀姫,"亀姫に関する伝説では、彼女が住んでいたとされる城の城主は誰であるとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 加藤明成
- 伊達政宗
- 豊臣秀吉
- 徳川家康",加藤明成
蚊帳吊り狸,"日本の妖怪「蚊帳吊り狸」が遭遇した際に、どう対処することが推奨されているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 慌てずに心を平静に保つ
- すぐにその場を離れる
- 周りに助けを求める
- 蚊帳を引き裂く",慌てずに心を平静に保つ
からかさ（小僧）,"日本の妖怪である「からかさ小僧」が一般的に描かれる姿について、どのような特徴があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 二本足で立っている
- 一本足で飛び跳ねる
- 四本足で走る
- 頭にたたんだ傘を乗せている",一本足で飛び跳ねる
空木倒し,"日本の妖怪「空木倒し」が夜間に山から聞こえる音について、どのような音として伝えられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- カーン、カーン
- ピーピー
- ゴロゴロ
- ザワザワ",カーン、カーン
烏天狗,"日本の妖怪である烏天狗について、どのような特技を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 歌唱力
- 剣術
- 絵画
- 料理",剣術
ガラッパ,"日本の妖怪ガラッパが特定の人にしか見えないとされていることが多いですが、ガラッパはどのような行動をすることが多いとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 人間を助ける
- 悪戯をする
- 音を立てる
- 食べ物を与える",悪戯をする
画霊,"日本の妖怪である「画霊」は、どのような物に執念が乗り移るとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 彫刻
- 建物
- 人物画
- 風景画",人物画
川赤子,"日本の妖怪である「川赤子」は、どのような特徴を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 目が光る
- 赤ん坊の姿をしている
- 羽が生えている
- 水を吐く",赤ん坊の姿をしている
川獺,"日本の妖怪「川獺」は、ある習性を持って捕らえた魚をどのように扱うとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 水中で食べる
- 川岸に並べる
- その場で焼く
- 仲間と分け合う",川岸に並べる
河媼,"日本の妖怪である「河媼」は、人に危害を加えることはないとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- はい、危害を加えることがある
- いいえ、全く危害を加えない
- 時々危害を加えることがある
- 状況による",いいえ、全く危害を加えない
カワエロ,"日本の妖怪であるカワエロは、特に何を好物とすることが多いとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 米
- キュウリ
- 肉
- パン",キュウリ
川男,"日本の妖怪「川男」は、どのような場所に生息しているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 高山の流れの大川
- 平地の河川
- 海辺の湿地
- 森の中の池",高山の流れの大川
河女,"日本の妖怪である「河女」が現れるとされている場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 十川の釜谷橋の土手
- 青森市の中心街
- 弘前城の周辺
- 八甲田山の山頂",十川の釜谷橋の土手
川熊,"日本の妖怪である「川熊」が鉄砲を奪った際、どのような人物がその場にいたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 漁師
- 猟師
- 船頭
- 村人",猟師
河虎,"日本の妖怪である河童において、頭の皿に関してどのようなことがされていると考えられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 皿が割れると力を失う
- 皿が無いと泳げない
- 皿を持つと人間に化けられる
- 皿に水を入れると永遠の命を得る",皿が割れると力を失う
川女郎,"日本の妖怪「川女郎」の特徴として、どのような行動をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人を食らう声をあげる
- 旅人に宿を提供する
- 木の実を拾う
- 子供を養う",人を食らう声をあげる
川太郎、河太郎,"日本の妖怪である河太郎が相撲を好む理由は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 水神に奉げる行事であったから
- 力自慢の競技だから
- 人間との友好を深めるため
- 子供たちを楽しませるため",水神に奉げる行事であったから
川天狗,"日本の妖怪である「川天狗」に関して、彼が好むとされる食べ物は何かとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 米
- 魚
- 果物
- 肉",魚
川者,"日本の妖怪「河童」は特定の食べ物を好むとされていますが、何を好物とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 米
- きゅうり
- さつまいも
- 魚",きゅうり
川姫,"日本の妖怪である「川姫」が現れた際に、若者たちが災いから逃れるために何をするべきとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 大声で叫ぶ
- 下を向いて息を殺す
- 川に入る
- 逃げる",下を向いて息を殺す
川螢,"日本の妖怪である「川螢」は、特定の環境条件下でどのように現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 雪の日の夜
- 雨の日の夜
- 晴れの日の昼
- 風の強い日の夕方",雨の日の夜
川ミサキ,"川ミサキは何に憑くとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間
- 山
- 海
- 船",人間
川者,"日本の妖怪「河童」は何をすると失う力があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 水をかけられる
- 頭の皿が割れる
- 土を触る
- 人間と戦う",頭の皿が割れる
岸涯小僧,"岸涯小僧が川辺で魚を獲るとされる方法は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 網を使う
- 手づかみで捕る
- 釣り竿を使う
- 水中で待ち伏せする",手づかみで捕る
鑵子転ばし,"日本の妖怪である「鑵子転ばし」が人間に対して行う行動は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 転倒させるために器を転がす
- 物を盗むために忍び寄る
- 声をかけて驚かせる
- 光を放って道を照らす",転倒させるために器を転がす
カンツメ、カンテメ,"カンツメの死後、彼女の霊が出ることを恐れて奄美大島南部では何を避ける習慣があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 夜半に海に入ること
- かんつめ節を歌うこと
- 祭りを開催すること
- 山に登ること",かんつめ節を歌うこと
龕の精,"日本の妖怪である「マジムン」が股をくぐられると人間に何が起こるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 運が良くなる
- 死んでしまう
- 呪われる
- 幸福になる",死んでしまう
元三大師,"元三大師に関する信仰が広まった背景として、どのような効果が信じられていたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 病気の治癒
- 縁結び
- 厄除け
- 金運向上",厄除け
加牟波理入道,"加牟波理入道が大晦日に厠で唱えられる呪文として知られているのは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 頑張り入道時鳥
- 見越し入道
- 雪隠坊
- 山都",頑張り入道時鳥
気狐,"日本の妖怪である「気狐」が好物とされている食べ物は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鶏卵
- 油揚げ
- 生魚
- 干し草",油揚げ
"きさらぎ駅
","きさらぎ駅の都市伝説において、最初の体験談が語られたのは何年のことであるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 2002年
- 2004年
- 2006年
- 2008年",2004年
キジムナー、キジムン,"キジムナーが好む食べ物として、特に好まれる部位はどれとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 魚の尻尾
- 魚の左目
- 魚のヒレ
- 魚の頭",魚の左目
鬼女,"日本の妖怪である鬼女について、特に妊婦の胎児を喰らったとされる鬼女の身長はどの程度とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 約150センチメートル
- 約180センチメートル
- 約230センチメートル
- 約300センチメートル",約230センチメートル
鬼神,"日本の妖怪鬼神が昼間に行動するとされている場所はどこだとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 神社
- 古木の近く
- 河原
- 人の家",古木の近く
木心坊,"日本の妖怪「木心坊」が宿るとされる木は、特にどのような特徴を持つ木とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 葉が常緑である
- 花が白い
- 樹齢が古い
- 果実が赤い",樹齢が古い
狐松明,"狐松明は、一般的にどのような場所に現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人の気配のない場所
- 繁華街
- 神社の境内
- 川の近く",人の気配のない場所
狐憑き,"狐憑きに関する信仰の中で、狐に憑かれた人が好む食べ物として広く知られているものは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 赤飯
- 寿司
- 天ぷら
- 焼き魚",赤飯
狐の嫁入り,"日本の妖怪である「狐の嫁入り」に関連して、天気雨をこの名前で呼ぶ理由として最も一般的に考えられているのはどれでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 狐が婚礼のために雨を降らせると信じられているから
- 狐が人を化かす力があるとされているから
- 雨が降ると狐が現れるとされているから
- 狐の婚礼を見た人が少ないから",狐が婚礼のために雨を降らせると信じられているから
狐火,"狐火が現れる時期として一般的に春から秋にかけてとされていますが、特にどの時期に現れやすいとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 冬
- 春
- 夏
- 秋",夏
鬼童、鬼童丸,"日本の妖怪鬼童丸はどのようにして源頼光に斬られたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 頼光が牛の中から現れた鬼童丸を斬った
- 鬼童丸が自ら頼光に挑んで斬られた
- 頼光が鬼童丸を罠にかけて斬った
- 鬼童丸が他の妖怪と戦っている最中に斬られた",頼光が牛の中から現れた鬼童丸を斬った
絹狸,"日本の妖怪である「絹狸」は、どのような特性を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の姿を見せる
- 衣を打って音を出す
- 金品を盗む
- 夜にのみ現れる",衣を打って音を出す
木の子,"日本の妖怪である「木の子」が樵や山で仕事をしている人々にとって、どのような存在とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 非常に珍しい存在
- 日常的に見かける存在
- 恐れられている存在
- 友好的な存在",日常的に見かける存在
馬魔,"日本の妖怪「馬魔」が特に被害を与える馬の毛色は何色とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 白
- 黒
- 栗毛
- 鹿毛",白
鬼髪,"日本の妖怪である「鬼髪」はどのような感情が原因で生まれるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 悲しみ
- 怒り
- 怨みや嫉妬心
- 恐れ",怨みや嫉妬心
君手摩,"日本の妖怪である「君手摩」が降臨するとされる際に、誰に憑依すると言われていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 聞得大君
- 神女
- 王子
- 祭司",聞得大君
キムナイヌ,"日本の妖怪である「キムナイヌ」が人間を殺さないために必要だとされている行為は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- お酒を差し出す
- タバコを差し出す
- 食べ物を差し出す
- 水を差し出す",タバコを差し出す
鬼門,"鬼門に関連する日本の文化や風習において、鬼門を避けるために特に用いられる植物として一般的に知られているのは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 梅
- ヒイラギ
- 菊
- 桜",ヒイラギ
窮鬼,"日本の妖怪である「窮鬼」は、ある特定の場所を好むとされていることが多いでしょうか？その場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山の頂上
- 地下洞窟
- 神社の境内
- 川のほとり",地下洞窟
牛鬼,"日本の妖怪である「牛鬼」が主に現れる場所はどこだとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山の頂上
- 海岸
- 都市の中心
- 高層ビルの屋上",海岸
旧鼠,"日本の妖怪である「旧鼠」が、特にどのような行動を取るとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の子供を育てる
- 光を消す
- 猫を食べる
- 毒を持つ",猫を食べる
キュウモウ狸,"日本の妖怪「キュウモウ狸」は、どのような神社で祀られているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 農具神社
- 火雷神社
- 水神社
- 風神社",火雷神社
狂骨,"日本の妖怪である「狂骨」は、井戸から現れる骸骨がどのような感情を持っているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 喜び
- 怨み
- 恐れ
- 悲しみ",怨み
経蔵坊狐,"経蔵坊狐が江戸に向かう途中、百谷の村で何に飛びついて死んでしまったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 焼きねずみ
- 生きた狐
- 食べ物の罠
- 鳥",焼きねずみ
刑部狸,"日本の妖怪刑部狸に関する伝説の中で、隠神刑部が住んでいたとされる場所はどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 松山城
- 久万山の古い岩屋
- 宇佐八幡大菩薩の神社
- 伊予名草の寺",久万山の古い岩屋
経凛々,"妖怪経凛々は、どのような経文が変化して生まれたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 捨てられた経文
- 読まれた経文
- 書かれた経文
- 失われた経文",捨てられた経文
桐一兵衛,"桐一兵衛（きりいちべい）に関する伝説では、侍が斬った後に化け物がどのように増えたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 斬った数だけ増える
- 2人ずつ増える
- 全く増えない
- 同じ形のまま残る",2人ずつ増える
金火,"日本の妖怪「金火」に関する伝承では、怪火が現れた場所には何が埋まっているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 財宝
- 人骨
- 妖怪の卵
- 神の神託",財宝
金魚の幽霊,"金魚の幽霊にまつわる伝説では、何が原因で藻之花の金魚が怨念を持つことになったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 金魚の鉢が壊された
- 金魚が逃げた
- 正妻に殺された
- 藻之花が死んだ",正妻に殺された
金長狸,"日本の妖怪金長狸に関する伝説で、金長が修行に出た先のタヌキの総大将の名前は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 金長
- 六右衛門
- 藤ノ木寺の鷹
- 茂右衛門",六右衛門
君真物,"日本の妖怪である「キンマモン」は、海から来たとされる存在ですが、その出現に関する重要な役割は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の守護神として託宣を行う
- 人間を襲う悪霊として存在する
- 特定の祭りの日にだけ現れる神
- 人々の夢に現れて予言する",人間の守護神として託宣を行う
空狐,"日本の妖怪である「空狐」は、何年生きるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 500年
- 1000年
- 1500年
- 3000年",1000年
九頭竜,"日本の妖怪である「九頭竜」は、特に何の病気の治療に霊験があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 風邪
- 頭痛
- 歯痛
- 腹痛",歯痛
管狐,"日本の妖怪である「管狐」が他人に災いをもたらすとされる呪術は、どのようにして行うとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 耳元に囁く
- 竹筒から放つ
- 食事を与える
- 祈りを捧げる",食事を与える
クダベ,"妖怪クダベが出現したとされる年は何年とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 1827年
- 1836年
- 1867年
- 1909年",1827年
件,"日本の妖怪「件（くだん）」が予言する内容として広く知られているのは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 農作物の豊凶
- 人の運命
- 天候の変化
- 病気の流行",農作物の豊凶
沓頬,"日本の妖怪沓頬は、どのような物を持っているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 刀
- 傘
- 靴
- 杖",靴
くねゆすり,"日本の妖怪「小豆洗い」は、特にどの音を立てて小豆を洗うとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- ゴロゴロ
- カラカラ
- ショキショキ
- ザクザク",ショキショキ
首かじり,"日本の妖怪である「首かじり」が現れるのは、どのような人物の死後とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 自分に食物を与えなかった人
- 自分を傷つけた人
- 自分を裏切った人
- 自分を助けた人",自分に食物を与えなかった人
首切れ馬,"日本の妖怪首切れ馬について、どのような神が馬の上に乗っているとされることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 死者の霊
- 神
- 悪霊
- 精霊",神
首つり狸,"日本の妖怪である「首つり狸」が行うとされる特異な行動の一つには、どのような行動が含まれているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の姿に化ける
- 水に飛び込む
- 空を飛ぶ
- 火を消す",人間の姿に化ける
縊鬼,"日本の妖怪である縊鬼が取り憑いた者に起こるとされる現象は何かとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 異常な食欲が増す
- 無気力になる
- 首を括りたくなる
- 夢の中で誰かに追いかけられる",首を括りたくなる
狗賓,"日本の妖怪である「狗賓」が人間に与える影響として、どのような行動が特に警告として知られていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山での木の伐採
- 川での水遊び
- 畑での農作業
- 湖での釣り",山での木の伐採
蜘蛛火,"日本の妖怪蜘蛛火について、怪火が現れる原因として考えられているものの一つは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の悪戯
- 雷の影響
- 伝説的な呪い
- 風の精霊",人間の悪戯
海月の火の玉,"日本の妖怪である「海月の火の玉」が現れたとされる場所はどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 加賀国
- 安房国
- 備前国
- 信濃国",加賀国
倉坊主,"日本の妖怪「倉坊主」は特定の行動をしなければ凶事が起こるとされていますが、その行動とは何であるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 倉から物を取り出す際に断りを入れる
- 倉の中で寝る
- 倉の中を掃除する
- 倉の前で祭りを行う",倉から物を取り出す際に断りを入れる
倉ぼっこ,"日本の妖怪倉ぼっこは、家運がどうなるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 良くなる
- 変わらない
- 徐々に傾く
- 悪くなる",徐々に傾く
鞍馬天狗,"鞍馬天狗が教えたとされる武道の流派は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 剣道
- 空手
- 柔道
- 弓道",剣道
鞍馬山僧正坊,"鞍馬山僧正坊が牛若丸に教えたとされている技術は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 剣術
- 弓術
- 忍術
- 格闘技",剣術
倉光・ 喰介,"日本の妖怪である「倉光・喰介」が登場する物語の中で、彼を退治した人物は誰であるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 藤原利仁
- 日龍丸
- 藤原俊仁
- 毘沙門天",藤原俊仁
くらやみ目,"日本の妖怪「くらやみ目」は、どの部位に目があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 両手の平
- 両膝頭
- 両足の裏
- 背中",両膝頭
鞍野郎,"日本の妖怪「鞍野郎」はどのような形状をしているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 馬の姿をした妖怪
- 鞍に牙と目が生えた形
- 人間の顔を持つ馬
- 羽を持つ馬",鞍に牙と目が生えた形
