yokai_name,prompt,answer
かぜだま,"What kind of phenomenon is the Japanese yokai Kazedama often considered to be? Choose one of the following four options as your answer.

- A ball of fire manifested by human resentment
- A spiritual entity that attacks living humans
- A natural phenomenon called lightning
- A light created by the spirit of an animal",0
カセドリ,"Which phrase is said to be sung by the Japanese yokai Kaseredori while dancing? Choose one from the following four options.

- Kakka-kakeru's Kakkakeru
- Hoihoi's Hoihoi
- Akaka's Akaka
- Tonton's Tonton",0
火前坊,"Where is it often said that the Japanese yokai ""Hizenbou"" appears? Choose one answer from the following 4 options.

- Mount Tsurube
- Mount Fuji
- Oita Prefecture
- Hokkaido",0
片脚上臈,"Where is it often said that the Japanese yokai ""Kata-ashi Jorō"" appears? Choose one answer from the following 4 options.

- Mount Fuji
- Mount Hadanashi
- Mount Ken
- Mount Hakusan",1
がたがた橋,"In the legends surrounding the rickety bridge, which voice is often said to have been heard when Kan'emon heard the mysterious sound? Choose one answer from the following four options.

- Neighboring villagers
- The dead
- Animal voices
- Spirit voices",1
片耳豚,"Which of the following places is most often considered to be the location where the Japanese yokai ""Kata-mimi Buta"" is said to appear? Choose one from the following four options and output your answer.

- Naha City (currently Amami City)
- Kagoshima City
- Okinawa City
- Naha City",0
片車輪,"The Japanese yokai ""Katashurin"" is often said to do what to those who see its appearance. Choose one answer from the following four options.

- Curse
- Help
- Hide
- Bless",0
片葉の葦,"In the legends surrounding the Japanese yokai ""One-Leaf Reed,"" what is it often said that Ryuuzo did? Choose one answer from the following four options.

Encouraged Oma, followed Oma, helped Oma, became friends with Oma, and followed Oma.",1
帷子辻,"What are the reasons often mentioned for the place where the remains of Empress Danrin were discarded, related to the Japanese yokai Kaidanji? Choose one of the following four options as your answer.

- For praising her beauty
- To demonstrate impermanence
- To spread the teachings of Buddhism
- To worship other gods",1
片輪車,"What type of vehicle is often associated with the Japanese yokai ""Kataguruma""? Choose one answer from the following four options.

A carriage
A carriage pulled by oxen
A rickshaw
A freight car",1
がたろ,"Is it often said that the Japanese yokai, Kappa, has a preference for specific foods? Choose one of the following four options as your answer.

- Rice
- Cucumber
- Meat
- Fruit",1
河童,"In Japanese folklore, what is often said to happen to the Kappa when its top-of-the-head dish dries up or cracks? Choose one of the following four options as your answer.

- Lose strength or die
- Get angry
- Can no longer swim underwater
- Turn into a human",0
桂男,"What is the name of the tree that the Japanese yokai ""Katsura-otoko"" is said to be cutting in the moon? Choose one of the following four options as your answer.

- Cherry Blossom
- Katsura
- Pine
- Cryptomeria",1
金霊,"What phenomenon is often said to occur in the house where the Japanese yokai, Kinrei, is said to visit? Choose one answer from the following four options.

- The house collapses
- The storehouse is overflowing with large and small gold coins
- Gold coins rain down from the sky like rain
- A yokai takes up residence in the house",1
蟹坊主,"In the legend of the Japanese yokai ""Kani Bozu,"" what is often said to have stopped happening at the temple after the crab monster, to which the traveling monk posed riddles, was defeated? Choose one answer from the following four options.

- The illusion started to appear
- The monster reappeared
- Nothing started to happen
- The priests started to die one after another",2
金玉,"What kind of influence is often attributed to the Japanese yokai ""Kintama"" when it visits a house? Choose one of the following four options as your answer.

- The house is destroyed
- The house flourishes
- The silence descends upon the house
- The state of the house becomes chaotic",1
金槌坊,"What kind of appearance is the Japanese yokai ""Konjiki-bō"" often said to be depicted in? Choose one answer from the following 4 options.

- Holding a sword in hand
- Raising a hammer
- Flying in the air with wings
- Having large eyes",1
かなつぶて,"What weapon is said to have been used by the Japanese yokai ""Kanatsubute""? Choose one from the following four options and output your answer.

- Sword
- Gold pellets
- Bow and arrows
- Spear",1
金の神の火,"It is often said that the phantom fire related to the Japanese yokai ""Kane no Kami no Hi"" predicts human death, but what is this phantom fire often said to be associated with? Choose one answer from the following four options.

- Dreams of humans
- Natural disasters
- Buried treasures
- Gods' anger",2
河伯,"Which food is commonly known to be favored by the Japanese yokai, Kappa? Choose one from the following four options.

- Rice
- Meat
- Cucumber
- Tofu",2
かぶきり小僧,"What is the characteristic clothing often depicted as the shape that the Japanese yokai ""Kabukimono"" transforms into? Choose one answer from the following four options.

- Long kimono
- Unusually short kimono
- Tattered kimono
- Luxurious kimono   ",1
カブキレワラシ,"In the legends about the Japanese yokai Kabukirewarashi, what are the characteristics of the footprints said to be left behind when Kabukiwarashi plays pranks? Choose one of the following four options as your answer.

- Small footprints
- Large footprints
- Smoke-like traces
- Human footprints ",0
鎌鼬、窮奇,"When encountering the Japanese yokai ""Kamaitachi,"" what symptoms are often said to first appear? Choose one from the following four options and output your answer.

- Severe pain and bleeding
- No pain, but a wound occurs
- No symptoms at all
- Intense itching",1
蟷螂坂,"The Japanese yokai ""Takamatsuzaka"" refers to a phenomenon originating from a specific place name. Where is it often said that encounters with this yokai occur? Choose one answer from the following four options.

- Kamakirizaka
- Kagurazaka
- Bentensaka
- Nagasaki-zaka",0
かまど神,"What is said to be the usual role of the Japanese yokai, ""Kamado-gami""? Choose one answer from the following four options.

- Wishing for the health of the family
- Monitoring the actions of the household members
- Adjusting the fire
- Protecting the fields",1
髪鬼,"What is often considered to be the cause of the Japanese yokai ""Kamiogi"" transforming into a yokai from a human woman? Choose one answer from the following 4 options.

- Grudge
- Love
- Fear
- Sadness",0
髪切り、髪切虫,"In records related to the Japanese yokai ""Kami-kiri,"" there are cases where the names of women who have had their hair cut are particularly noted. What is the name of the woman often mentioned in these records? Choose one answer from the following four options.

- Aya
- Gin
- Sakura
- Midori",1
紙舞,"When is it said that the Japanese yokai ""Kamimai"" appears? Choose one answer from the following four options.

- October
- New Year's Day
- Tanabata (Star Festival)
- Obon (Festival of the Dead)",0
瓶長,"According to the explanatory text about the Youkai Bēnchō, what ability is it often said to possess? Choose one answer from the following four options.

- The ability to control water at will
- The ability to read human minds
- The power to fly in the sky
- Ability to bring the dead back to life",0
亀姫,"In the legends about Kamehime, who is said to be the lord of the castle where she is believed to have lived? Choose one answer from the following four options.

- Katō Akinari
- Date Masamune
- Toyotomi Hideyoshi
- Tokugawa Ieyasu",0
蚊帳吊り狸,"What is often recommended to be done when encountering the Japanese yokai ""Kayatsuritani""? Choose one of the following four options as your answer.

- Keep your mind calm and composed
- Leave the scene immediately
- Seek help from others around you
- Tear the mosquito net",0
からかさ（小僧）,"What are the common features often associated with the appearance of the Japanese yokai ""Karakasa Kozō""? Choose one of the following four options as your answer.

- Standing on two legs
- Jumping on one leg
- Running on four legs
- Balancing a folded umbrella on the head",1
空木倒し,"What kind of sound is the Japanese yokai ""Soritataki"" often reported to be heard from the mountains at night? Choose one of the following four options as your answer.

- Ding, ding
- Peep, peep
- Rumbling
- Chatter",0
烏天狗,"What kind of skills are often attributed to the Japanese yokai known as Karasu Tengu? Choose one from the following four options and output your answer.

- Singing ability
- Swordsmanship
- Painting
- Cooking",1
ガラッパ,"It is often said that the Japanese yokai Garappa can only be seen by specific people, but what kind of actions is Garappa said to often perform? Choose one answer from the following four options.

- Help humans
- Play pranks
- Make noise
- Give food",1
画霊,"What kind of objects are often said to have the vengeful spirits of the Japanese yokai ""Garei"" attached to them? Choose one answer from the following four options.

- Sculpture
- Building
- Portrait
- Landscape",2
川赤子,"The Japanese yokai known as ""Kawaakogusa"" is often said to have the following characteristics:

- It has glowing eyes
- It has the appearance of a baby
- It is winged
- It spits out water",1
川獺,"The Japanese yokai ""Kawadako"" is often said to treat the captured fish in the following ways:

- Eating underwater
- Arranging on the riverbank
- Grilling on the spot
- Sharing with friends",1
河媼,"Is the Japanese yokai ""Kawa-Oni"" often considered to not cause harm to people? Choose one of the following four options as your answer.

- Yes, it can sometimes cause harm
- No, it never causes any harm
- Sometimes it can cause harm, depending on the situation
- It depends on the situation",1
カワエロ,"What is often said to be the favorite food of the Japanese yokai, Kawae-ro? Choose one answer from the following four options.

- Rice
- Cucumber
- Meat
- Bread",1
川男,"What type of location is the Japanese yokai ""River Man"" often said to inhabit? Choose one of the following four options as your answer.

- The great river of the mountain stream
- The rivers of the plain
- The marshes by the sea
- The pond in the forest",0
河女,"Where is it often said that the Japanese yokai ""Kawa-Onna"" appears? Choose one answer from the following four options.

- The embankment of Kamanobashi Bridge in Jukawa
- The central business district of Aomori City
- The surroundings of Hirosaki Castle
- The summit of Mount Hakkoda",0
川熊,"When the Japanese yokai ""River Bear"" is said to have taken a gun, which type of person is often said to have been present at the scene? Choose one from the following four options.

- Fisherman
- Hunter
- Captain
- Villager",1
河虎,"In the Japanese yokai known as Kappa, what is often thought to be done regarding the head's dish? Choose one answer from the following four options.

- When the plate breaks, one loses their strength.
- Without a plate, one cannot swim.
- Holding a plate allows one to transform into a human.
- Pouring water onto the plate grants eternal life.",0
川女郎,"What kind of actions are often attributed to the Japanese yokai ""Kawa-Onna""? Choose one from the following four options.

- To raise a voice that devours people
- To provide lodging for travelers
- To pick up acorns
- To raise a child",0
川太郎、河太郎,"What is often said to be the reason why the Japanese yokai Kawataro likes sumo wrestling? Choose one answer from the following four options.

- It was a ceremony to offer to the water deity
- It was a competition of strength
- To deepen friendly relations with humans
- To entertain children",0
川天狗,"Regarding the Japanese yokai ""Kawa Tengu,"" what is often considered to be the food he is said to prefer? Choose one answer from the following four options.

- Rice
- Fish
- Fruit
- Meat",1
川者,"The Japanese yokai ""Kappa"" is said to have a preference for specific foods, but what is often considered its favorite food? Choose one answer from the following four options.

- Rice
- Cucumber
- Sweet Potato
- Fish",1
川姫,"When the Japanese yokai ""Kawa-hime"" appears, what is it often said that young people should do in order to escape the misfortune? Choose one answer from the following four options.

- Shout loudly
- Look down and hold one's breath
- Enter the river
- Run away",1
川螢,"In what ways is the Japanese yokai ""River Firefly"" often said to appear under specific environmental conditions? Choose one answer from the following four options and output it.

Snowy night, Rainy night, Sunny day's afternoon, Windy day's evening.",1
川ミサキ,"What is Kawamisaki often said to be possessed by? Choose one answer from the following four options.

- Human
- Mountain
- Sea
- Ship",0
川者,"What power does the Japanese yokai ""Kappa"" often lose when it does the following? Choose one from the following four options and output your answer.

- Be splashed with water
- Crack the head's dish
- Touch the soil
- Fight with humans",1
岸涯小僧,"What method is often said to be used by Kishigai Kozō to catch fish by the riverside? Choose one answer from the following four options.

- Using a net
- Catching by hand
- Using a fishing rod
- Lurking underwater",1
鑵子転ばし,"What kind of action is the Japanese yokai ""Kanjirobashi"" often said to perform against humans? Choose one answer from the following four options.

- To topple something by rolling a container
- To sneak in order to steal something
- To startle someone by calling out
- To illuminate and light the path by emitting light",0
カンツメ、カンテメ,"After Kantume's death, what is often avoided in the southern part of Amami Island due to the fear of her spirit manifesting? Choose one answer from the following 4 options.

- Going into the sea at night
- Singing the Kanzume song
- Holding a festival
- Climbing a mountain",1
龕の精,"What is often said to happen to humans when the Japanese yokai ""majin"" passes through their legs? Choose one answer from the following 4 options.

- Become lucky
- Die
- Be cursed
- Become happy",1
元三大師,"What kind of effects are often believed to have contributed to the spread of faith in the Ten Great Teachers? Choose one from the following four options and output your answer.

- Healing of illness
- Matchmaking
- Exorcism
- Improvement of financial fortune",2
加牟波理入道,"What is commonly known as the incantation chanted in the toilet by Kammuari Nyōdō on New Year's Eve? Choose one answer from the following four options.

- Gamanidouji-tori
- Mikoshiidou
- Setchibou
- Yamato",0
気狐,"Which food is often said to be the favorite of the Japanese yokai ""Ki-kitsune""? Choose one from the following four options and output your answer.

- Chicken eggs
- Tofu puffs
- Raw fish
- Hay",1
"きさらぎ駅
","In the urban legend of Kisaragi Station, which year is it often said that the first eyewitness account was told? Choose one answer from the following four options.

- 2002
- 2004
- 2006
- 2008",1
キジムナー、キジムン,"Which part of the food is often said to be particularly favored by Kijimuna? Choose one from the following four options.

Fish's tail
Fish's left eye
Fish's fin
Fish's head",1
鬼女,"What is the height of the oni-onna, a Japanese yokai, often said to have eaten the fetuses of pregnant women? Choose one of the following four options as your answer.

- Approximately 150 centimeters
- Approximately 230 centimeters
- Approximately 180 centimeters
- Approximately 300 centimeters",2
鬼神,"Where is it often said that Japanese yokai and kijin demons act during the day? Choose one answer from the following 4 options.

- Shrine
- Near an old tree
- Riverbank
- A person's house",1
木心坊,"Which type of tree is often said to be the one where the Japanese yokai ""Mokushinbou"" is said to reside? Choose one from the following four options.

- The leaves are evergreen
- The flowers are white
- The tree is old
- The fruit is red",2
狐松明,"狐松明（きつねたいまつ）は、一般的に以下のような場所に現れるとされています。

- A place with no human presence
- A bustling commercial district
- The precinct of a shrine
- Near a river",0
狐憑き,"In the beliefs about fox possession, what is often considered to be the food that people possessed by foxes tend to like? Choose one answer from the following four options.

- Red beans
- Sushi
- Tempura
- Grilled fish",0
狐の嫁入り,"In relation to the Japanese yokai ""Kitsune no Yomeiri,"" what is the most commonly considered reason for calling weather rain by this name? Choose one of the following four options as your answer.

- It is believed that foxes cause rain for weddings.
- It is said that foxes have the power to deceive people.
- People believe that foxes appear when it rains.
- There are few people who have seen a fox's wedding.",0
狐火,"It is generally believed that fox fires appear from spring to autumn, but which period is considered to be particularly likely for their appearance? Choose one answer from the following four options.

- Winter
- Spring
- Summer
- Autumn",2
鬼童、鬼童丸,"How is the Japanese yokai Kido-maru often said to have been cut down by Minamoto no Yorimitsu? Choose one of the following four options as your answer.

- Raihiko cut the Oni-kodama that appeared from a cow
- Oni-Kodama challenged Raiko and was cut by him
- Raiko trapped Oni-Ko-dama and cut him
- The Oni-ko-dama was cut while fighting other yokai",0
絹狸,"What kind of characteristics are often attributed to the Japanese yokai known as ""Kinu-tanuki""? Choose one from the following four options and output your answer.

- Show the appearance of a human
- Hit the cloth and make a sound
- Steal money and valuables
- Appear only at night",1
木の子,"What kind of existence is the Japanese yokai ""Mokunoko"" often considered to be for lumberjacks and people working in the mountains? Choose one answer from the following 4 options.

- A very rare existence
- An existence that is commonly encountered daily
- A feared existence
- A friendly existence",1
馬魔,"What is the color of a horse's coat that the Japanese yokai ""Uma-ma"" is said to particularly cause damage to? Choose one answer from the following four options.

- White
- Black
- Chestnut
- Bay",0
鬼髪,"What kind of emotion is often considered to be the cause of the Japanese yokai ""Oni-kami""? Choose one answer from the following four options.

- Sadness
- Anger
- Grudge and jealousy
- Fear",2
君手摩,"Which of the following is often said to be possessed by the Japanese yokai ""Kimishima"" when it is said to be descending? Choose one from the following four options.

- Queen Mother
- Priestess
- Prince
- Priest",0
キムナイヌ,"What action is said to be necessary for the Japanese yokai ""Kimunainu"" not to kill humans? Choose one from the following four options and output your answer.

Offer a drink
Offer a cigarette
Offer food
Offer water",1
鬼門,"In Japanese culture and customs related to the demon gate, which plant is generally known to be particularly used to avoid the demon gate? Choose one from the following four options and output the answer.

- Plum
- Holly
- Chrysanthemum
- Cherry Blossom",1
窮鬼,"Is the Japanese yokai ""Kyuuki"" often said to have a preference for a specific location? If so, what is that location often said to be? Choose one answer from the following four options and output it.

- Summit of the mountain
- Underground cave
- Shrine precinct
- Riverside of the river",1
牛鬼,"Where is the Japanese yokai ""Ushi-oni"" said to mainly appear? Choose one answer from the following four options.

- Mountain peak
- Coast
- City center
- Rooftop of a high-rise building",1
旧鼠,"What kind of actions is the Japanese yokai ""Old Rat"" often said to take? Choose one from the following four options and output your answer.

- Raise a human child
- Turn off the light
- Eat a cat
- Have poison",2
キュウモウ狸,"What type of shrine is the Japanese yokai ""Kyumou Tanuki"" often said to be enshrined in? Choose one from the following four options.

- Nougu Shrine
- Hikarai Shrine
- Mizu Shrine (Water Shrine)
- Kaze Shrine (Wind Shrine)",1
狂骨,"In Japanese folklore, the yokai known as ""Kyoukotsu"" often appears as a skeleton emerging from a well. What emotions are commonly attributed to this apparition? Choose one of the following four options as your answer.

- Joy
- Hatred
- Fear
- Sadness",1
経蔵坊狐,"Which of the following is often said to be the cause of the death of Keizōbō Kitsune on his way to Edo, after he jumped onto something in the village of Hyakuya? Choose one answer from the following four options.

- Roasted rat
- Live fox
- Food trap
- Bird",0
刑部狸,"In the legends about the Japanese yokai Kagebune Tanuki, where is it said that Okamikage lived? Choose one answer from the following four options.

- Matsuyama Castle
- The old cave of Kumayama
- Shrine of Usa Hachiman Daibosatsu
- Temple of Iyo Nagusa",1
経凛々,"What kind of sutra is often said to have transformed to give birth to the Youkai Keirinri? Choose one answer from the following four options.

- Abandoned sutras
- Read sutras
- Written sutras
- Lost sutras   ",0
桐一兵衛,"In the legends about Kiri Ichibei, it is often said that the number of monsters increased after the samurai had cut them down.

- The number of cuts increases
- Increases by 2 each time
- Does not increase at all
- Remains in the same shape",1
金火,"In the folklore of the Japanese yokai ""Kinbi,"" what is often said to be buried at the location where the ghostly fire appears? Choose one answer from the following four options.

- Treasure
- Human bones
- Demon's egg
- God's prophecy",0
金魚の幽霊,"In the legends surrounding the ghost of the goldfish, it is often said that the goldfish of Momonohana became vengeful due to the following reasons:

- The goldfish's bowl was broken
- The goldfish escaped
- The primary wife killed it
- Monohana died",2
金長狸,"In the legends about the Japanese yokai Kincho-tanuki, what is the name of the tanuki general to whom Kincho went for training often said to be? Choose one answer from the following four options.

- Kincho
- Rokuemon
- The Hawk of Fujinoki Temple
- Momoemon",1
君真物,"The Japanese yokai known as ""Kingyōmon"" is said to be a being that comes from the sea. What role is it often said to play in its appearances? Choose one of the following four options as your answer.

- Acts as a guardian deity and delivers prophecies
- Exists as an evil spirit that attacks humans
- A deity that appears only on specific festival days
- Appears in people's dreams to make predictions",0
空狐,"Which of the following is often considered the lifespan of the Japanese yokai ""Kukko""? Choose one from the following four options and output your answer.

- 15th century (500 years ago)
- 20th century (1,000 years away)
- The year 1,500
- The future year 3,001",1
九頭竜,"The Japanese yokai known as ""Kuzuryu"" is often said to have the power to treat which of the following diseases? Choose one answer from the following four options.

- Fever
- Headache
- Toothache
- Abdominal pain",2
管狐,"How is the curse performed by the Japanese yokai ""Kumanokozō,"" which is said to bring misfortune to others, typically believed to be carried out? Choose one answer from the following four options.

Whispering in the ear, releasing from a bamboo tube, feeding, offering prayers, feeding.",2
クダベ,"In which year is it said that the yokai Kudabe appeared? Choose one answer from the following four options and output it.

- 1827
- 1836
- 1867
- 1909",0
件,"What is widely known as the content of the prophecy made by the Japanese yokai ""Kudan""? Choose one answer from the following 4 options.

- Fertility of agricultural crops
- Destiny of people
- Changes in weather
- Epidemics of diseases",0
沓頬,"What is often said to be possessed by the Japanese yokai Kuchou? Choose one answer from the following four options.

Sword
Umbrella
Shoes
Cane",2
くねゆすり,"The Japanese yokai ""Azukiarai"" is often said to make a particular sound while washing azuki beans. Choose one of the following four options as your answer.

- Rolling around
- Clattering
- Chopping and slicing
- Crunching and rustling",2
首かじり,"Which type of person's death is often said to be followed by the appearance of the Japanese yokai ""head-eater""? Choose one of the following four options as your answer.

- The person who did not give food to oneself
- The person who hurt oneself (self-harm)
- The traitor who betrayed oneself (betrayal)
- Those who helped oneself (helped oneself)",0
首切れ馬,"What kind of god is often said to be riding on the headless horse of Japanese folklore? Choose one from the following four options and output your answer.

- Spirit of the deceased
- God
- Evil spirit
- Spirit",1
首つり狸,"One of the peculiar actions attributed to the Japanese yokai, ""Hanging Tanuki,"" is often said to include the ability to transform into a rope.

- Change into human form
- Jump into water
- Fly in the sky
- Put out the fire",0
縊鬼,"What phenomenon is said to occur in those possessed by the Japanese yokai, Ikkyo? Choose one from the following four options and output your answer.

- Increased abnormal appetite
- Feeling lethargic
- Wanting to hang oneself
- Being chased by someone in one's dreams",2
狗賓,"What kind of behavior is particularly known as a warning when it comes to the Japanese yokai ""Kubin"" influencing humans? Choose one from the following four options.

- Tree felling in the mountains
- Playing in the river
- Agricultural work in the field
- Fishing in the lake",0
蜘蛛火,"What is often considered as one of the causes of the apparition of yurei spider fire in Japan? Choose one from the following four options as your answer.

- Human mischief
- Influence of thunder
- Legendary curse
- Wind spirit",0
海月の火の玉,"Where is the location said to be where the Japanese yokai ""Umi-tsuki no Hinotama"" (Jellyfish Fireball) appeared? Choose one answer from the following four options.

- Kaga Province
- Awa Province
- Bizen Province
- Shinano Province",0
倉坊主,"The Japanese yokai ""Kurabozu"" is said to cause misfortune if a specific action is not taken. What is the action that is often said to be required? Choose one answer from the following four options.

- When taking things out of the warehouse, do you need to ask for permission?
- Sleeping in the warehouse
- Cleaning the warehouse interior
- Holding a festival at the warehouse entrance",0
倉ぼっこ,"What is often said about the Japanese yokai Kurabokko in terms of the fate of the household? Choose one answer from the following four options.

- Get better
- Stay the same
- Slowly lean
- Get worse",2
鞍馬天狗,"What is the martial art style that is often said to have been taught by Tengu Rauma? Choose one from the following four options.

- Kendo
- Karate
- Judo
- Kyudo",0
鞍馬山僧正坊,"What technique is said to have been taught by Sōjōbō of Kurama Mountain to Ushiwakamaru? Choose one answer from the following four options.

- Swordsmanship
- Archery
- Ninjitsu
- Martial Arts",0
倉光・ 喰介,"In the story featuring the Japanese yokai ""Kurakira・Kushisuke,"" who is often considered to be the person who defeated him? Choose one answer from the following four options.

- Fujiwara Toshinobu
- Niryuumaru
- Fujiwara Shunji
- Bishamonten",2
くらやみ目,"Which part of the body is often said to have eyes in the Japanese yokai ""Kurayami Me""? Choose one from the following four options and output your answer.

- Both palms
- Kneecaps
- Bottoms of the feet
- Back",1
鞍野郎,"What shape is the Japanese yokai ""Kurano-yarou"" often said to have? Choose one from the following four options and output your answer.

- A yokai in the form of a horse
- Shaped with fangs and eyes on the saddle
- A horse with a human face
- A winged horse",1
黒髪切り,"Which place is particularly recorded as the location where the Japanese yokai ""Kurokami Kiri"" appears? Choose one answer from the following 4 options.

- Ise Province, Matsuzaka
- Kyoto
- Osaka
- Fukuoka",0
黒塚,"What is the name of the monk often mentioned in the legends surrounding the Kurozuka Onibaba? Choose one from the following four options and output your answer.

- Tokōbō Yūkei
- Dōgen
- Kūkai
- Saichō",0
黒手,"The Japanese yokai known as ""Kurote"" is often said to reside in toilets. However, when Kurote is said to have come back to retrieve it after being cut down by Jingohei, what kind of form is it often said to have taken? Choose one from the following four options.

- Youth
- Animals
- Monk
- Woman",2
黒入道,"What kind of actions is the Japanese yokai ""Kuro Nyōbō"" often said to take? Choose one from the following four options and output your answer.

- Sink the ship
- Save people
- Share food
- Sing a song",0
黒坊,"What are the characteristics that the Japanese yokai Kurobō (Black Boy) is often said to have? Choose one of the following four options as your answer.

- The body is red
- Both eyes are bulging out and hanging down
- Has a long tail
- Can fly in the sky with wings",1
黒坊主,"What is the act that the Japanese yokai ""Kurobōzu"" is said to perform when it appears in a house in Kanda, Tokyo? Choose one answer from the following four options.

- Breathe in someone's snores
- Pull someone's hair
- Steal someone's dreams
- Take away someone's voice",0
元興寺,"What kind of bizarre appearance is often attributed to children related to the demon of Motoji Temple in Japan? Choose one of the following four options as your answer.

- A horn of a bull grows from the head
- A snake is coiled around his head
- His body is as hard as wood
- His eyes emit a red glow",1
食わず女房,"In the story of the Japanese yokai ""Shokuzo Nyōbō,"" what action is often said to be the trigger for the man to discover his wife's true identity? Choose one from the following four options.

- Find your wife eating in secret
- Find your wife meeting with another man
- Your wife's friend tells the truth to the man
- The wife casts a magic spell on the man",0
桂蔵坊,"It is said that the Japanese yokai ""Katsura Zōbō"" has the ability to transform into a young samurai. Which of the following regions is often associated with this legend? Choose one answer from the options below.

- Hokkaido
- Tottori Prefecture
- Fukuoka Prefecture
- Miyagi Prefecture",1
毛いっぱい,"In what kind of situation is the Japanese yokai ""Otoro-shi"" said to appear to humans most often? Choose one from the following four options and output your answer.

When you find someone playing pranks at the shrine
When they only appear during the festival
When you walk alone at night
When you approach children playing near the water",0
毛羽毛現、希有希現,"What kind of features are often described about the places where Mebamegen is said to reside? Choose one from the following four options and output your answer.

- In a dry mountain area
- A wet place
- A bright, sunny location
- A bustling city center",1
下国の人,"What kind of appearance is the Japanese yokai ""Shimokuni no hito"" often said to have? Choose one from the following four options and output your answer.

- A humanoid figure with limbs attached to its head
- A gigantic beast
- A bird-like figure
- A fish that lives in the water",0
ケサランパサラン、ケセランパセラン,"What is one of the conditions often required to keep a Kesaran-pasaran alive? Choose one from the following four options and output your answer.

- Using a box without holes
- Providing face powder containing fragrances or dyes
- Seeing it every day
- Using a box with holes made of paulownia (a type of traditional Japanese wood)",3
芥子坊主,"In the Japanese yokai ""Keshi-bozu,"" what is the generally accepted reason for the hair to be left behind? Choose one of the following four options as your answer.

- For the purpose of offering hair to the gods
- For being rescued when drowning
- For parents to distinguish their children
- To protect against evil spirits",1
毛倡妓,"What is the reason often cited for the Japanese yokai ""Mokejo"" appearing in brothels? Choose one of the following four options as your answer.

- Due to having the appearance of a courtesan
- Due to being related to a specific festival
- In order to pray for business prosperity
- For warding off misfortune (厄除けのため)",0
けち火,"How is the Japanese yokai Kechi-bi often said to be able to be summoned? Choose one answer from the following four options.

- Hit the zori three times
- Burn the zori
- Soak the zori in water
- Hide the zori ",0
血塊,"When the Japanese yokai ""Blood Clot"" is said to hide under the eaves of a house during childbirth, what is often considered to be at risk? Choose one answer from the following four options.

- baby
- mother
- family
- family property",1
月照寺の大亀,"The reason why the Japanese yokai ""Daikame of Gesshoji Temple"" is said to roam the streets of Matsue at night is often attributed to the following:

- Longing for the mother rock
- As a messenger of the gods
- In search of food
- To avenge human resentment",0
ゲド、ゲドウ,"What kind of influence is the Japanese yokai ""Gedou"" said to have when it possesses a specific lineage? Choose one answer from the following four options.

- The entity does not attach to people while the house is prosperous
- Always attaches to people
- Attaches only to specific animals
- Protects the humans in the house",0
ゲドガキのバケモン,"In the legends about the Japanese yokai Gedogaki's monster, what is often said to be the cause of Ushimatsu being captured by the monster? Choose one answer from the following four options.

- Sake barrel
- Rice bales
- Wood
- Luggage",0
ケナシウナラペ、ケナシコルウナルペ,"In the legends about Kenashikorunarupe, what is often said to happen when she manipulates the bear? Choose one answer from the following 4 options.

- Help people
- Attack people
- Cut down trees
- Catch fish",1
倩兮女,"Regarding the Japanese yokai ""Chikushoujo,"" what is said to be the effect caused by her smile? Choose one answer from the following four options.

- People around her start laughing
- She runs away from the scene
- People with low self-esteem faint
- Everyone can see her",2
懸衣翁,"What kind of tree is often used by Kakeiō to measure the weight of the sins of the deceased during his judgment? Choose one answer from the following four options.

- Clothing Tree
- Cherry Tree
- Pine Tree
- Cedar Tree",0
ケンムン、ケンモン,"In the folklore of the Japanese yokai Kemun, what type of tree is Kemun often said to reside in? Choose one answer from the following four options.

- Chestnut tree
- Ficus tree
- Camphor tree
- Oak tree",1
小池婆,"What animal is often associated with the Japanese yokai ""Koike-baba""? Choose one from the following four options.

- Cat
- Dog
- Rabbit
- Tanuki",0
五位の光,"In the folklore of the Japanese yokai ""Goi no Hikari,"" which theory is often commonly known as the reason for the nighttime bioluminescence of night herons? Choose one answer from the following four options.

- Due to the presence of white fur that reflects moonlight
- Due to the attachment of bioluminescent bacteria that inhabit the water's edge
- In order to consume a specific diet
- To chant a magic spell",1
虎隠良,"What is the tool said to be possessed by the Japanese yokai ""Toraikiryo""? Choose one from the following four options and output the answer.

Spear, rake, sword, net",1
幸菴狐,"Which food is often said to be particularly favored by the Japanese yokai, Kouan Kitsune? Choose one from the following four options.

- Fish
- Tofu puffs
- Rice
- Fruit",1
小右衛門火,"What shape is the Japanese yokai Koemonbi often said to appear in? Choose one from the following four options and output your answer.

- A ball of fire in the shape of a human
- A ghostly light the size of a lantern
- A flame shaped like an animal
- A circular glow",1
ごぎゃ啼き,"What is widely believed to happen when the Japanese yokai ""Gogyaki"" cries? Choose one of the following four options as your answer.

- An earthquake occurs
- It rains
- The stars disappear
- The wind gets stronger",0
虚空太鼓,"What kind of sound is often attributed to the Japanese yokai ""Kuko-daiko""? Choose one from the following four options and output your answer.

- Low-pitched drum sound
- High-pitched flute sound
- Drum sound
- Wind sound",2
黒人坊,"What are the characteristics of the Japanese yokai ""Kuro-bito"" that are often attributed to it? Choose one of the following four options as your answer.

- Has a blue-black fur and walks like a human
- Has white fur and flies in the sky
- Has red fur and emits light
- Has yellow fur and lives underground",0
